room_name;owner_name;region;location;room_size;is_electricity_included;price_before_discount_bs;all_facilities_bs;room_availability_bs;deposit_amount_bs;price;rating;rating_count;transaction_count;tipe_kos;discount_amount;url
Kost Apik Shafira Tipe B Kemayoran Jakarta Pusat;Kos dikelola oleh Dida;Jakarta Pusat;Kemayoran;4.5 x 3.5 meter;Tidak termasuk listrik;N/A;"4.5 x 3.5 meter; Tidak termasuk listrik; Kasur; Lemari Baju; K. Mandi Dalam; Kloset Jongkok; Shower; WiFi; R. Cuci; Penjaga Kos; R. Jemur; Rooftop; Parkir Motor & Sepeda";Tersisa1 kamar;Rp150.000;Rp1.425.000;4.9;(3);5 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-jakarta-pusat-kost-putri-eksklusif-kost-apik-shafira-tipe-b-kemayoran-jakarta-pusat?redirection_source=list%20kos%20result%20boundary
Kost Apik Shafira Tipe B Pamulang Tangerang Selatan;Kos dikelola oleh Dida;Tangerang Selatan;Pamulang;1.9 x 2.7 meter;Termasuk listrik (implied);Rp925.000;"1.9 x 2.7 meter; Termasuk listrik; Kasur; Lemari Baju; Ventilasi; Kipas Angin; Bantal; Cermin; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; CCTV; Jemuran; Parkir Motor & Sepeda";Tersisa1 kamar;Rp150.000;Rp853.000;5.0;Not found;Not found;Kos Putri;Diskon 72rb;https://mamikos.com/room/kost-kabupaten-tangerang-kost-putri-murah-kost-apik-shafira-tipe-b-pamulang-tangerang-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Siti Fadila UI Tipe A Beji Depok;Kos dikelola oleh Maya;Depok;Beji;3.2 x 3.2 meter;Tidak termasuk listrik;Rp625.000;"3.2 x 3.2 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; Parkir Motor & Sepeda";N/A;Rp150.000;Rp565.000;5.0;Not found;Not found;Kos Putri;Diskon 60rb;https://mamikos.com/room/kost-kota-depok-kost-putri-murah-kost-apik-siti-fadila-ui-tipe-a-beji-depok-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Sulthan Tipe A Cilandak Jakarta Selatan;Kos dikelola oleh Dida;Jakarta Selatan;Cilandak;4 x 4.5 meter;Termasuk listrik (implied);N/A;"4 x 4.5 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Jendela; Wastafel; Bantal; Cermin; Guling; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; Rooftop; Jemuran; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp150.000;Rp1.425.000;4.9;(3);5 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-jakarta-selatan-kost-putri-eksklusif-kost-apik-sulthan-tipe-a-cilandak-jakarta-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Sulthan Tipe B Cilandak Jakarta Selatan;Kos dikelola oleh Dida;Jakarta Selatan;Cilandak;3 x 3.5 meter;Termasuk listrik (implied);N/A;"3 x 3.5 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Jendela; Bantal; Cermin; Guling; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; Rooftop; Jemuran; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp150.000;Rp1.315.000;5.0;Not found;2 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-jakarta-selatan-kost-putri-eksklusif-kost-apik-sulthan-tipe-b-cilandak-jakarta-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Sulthan Tipe C Cilandak Jakarta Selatan;Kos dikelola oleh Dida;Jakarta Selatan;Cilandak;3 x 3 meter;Termasuk listrik (implied);N/A;"3 x 3 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Jendela; Bantal; Guling; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; Rooftop; Jemuran; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp150.000;Rp1.225.000;4.8;(7);17 transaksi berhasil di kos ini;Kos Putri;Not found;https://mamikos.com/room/kost-jakarta-selatan-kost-putri-eksklusif-kost-apik-sulthan-tipe-c-cilandak-jakarta-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Surya Pagi Tipe A Pondok Aren Tangerang Selatan;Kos dikelola oleh Dida;Tangerang Selatan;Pondok Aren;4 x 3 meter;Tidak termasuk listrik;Rp1.775.000;"4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; Cermin; Guling; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Penjaga Kos; Parkir Mobil; Parkir Motor & Sepeda";N/A;Rp200.000;Rp1.635.000;4.8;Not found;Not found;Kos Putri;Diskon 140rb;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-putri-eksklusif-kost-apik-surya-pagi-tipe-a-pondok-aren-tangerang-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Syarifa Tipe A Cempaka Putih Jakarta Pusat;Kos dikelola oleh Dida;Jakarta Pusat;Cempaka Putih;3.7 x 3.2 meter;Tidak termasuk listrik;N/A;"3.7 x 3.2 meter; Tidak termasuk listrik; AC; Kasur; Meja Rias; Lemari Baju; Ventilasi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; WiFi; Penjaga Kos; R. Jemur; Gazebo; Parkir Motor & Sepeda";Kamar penuh,lihat tipe kamar lainnya;Rp200.000;Rp2.125.000;5.0;(4);7 transaksi berhasil di kos ini;Kos Putri;Diskon 124rb;https://mamikos.com/room/kost-kota-jakarta-pusat-kost-putri-eksklusif-kost-apik-syarifa-tipe-a-cempaka-putih-jakarta-pusat?redirection_source=list%20kos%20result%20boundary
Kost Apik Syarifa Tipe B Cempaka Putih Jakarta Pusat;Kos dikelola oleh Dida;Jakarta Pusat;Cempaka Putih;3.2 x 3 meter;Tidak termasuk listrik;N/A;"3.2 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja Rias; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; WiFi; Penjaga Kos; R. Jemur; Gazebo; Parkir Motor & Sepeda";Kamar penuh,lihat tipe kamar lainnya;Rp200.000;Rp2.025.000;4.9;(2);4 transaksi berhasil di kos ini;Kos Putri;Diskon 124rb;https://mamikos.com/room/kost-kota-jakarta-pusat-kost-putri-eksklusif-kost-apik-syarifa-tipe-b-cempaka-putih-jakarta-pusat?redirection_source=list%20kos%20result%20boundary
Kost Apik Syarifa Tipe C Cempaka Putih Jakarta Pusat;Kos dikelola oleh Dida;Jakarta Pusat;Cempaka Putih;3.2 x 3.2 meter;Tidak termasuk listrik;Rp1.575.000;"3.2 x 3.2 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Kloset Jongkok; K. Mandi Luar; WiFi; Penjaga Kos; R. Jemur; Gazebo; Parkir Motor & Sepeda";Tersisa2 kamar;Rp200.000;Rp1.451.000;5.0;(6);7 transaksi berhasil di kos ini;Kos Putri;Diskon 124rb;https://mamikos.com/room/kost-kota-jakarta-pusat-kost-putri-eksklusif-kost-apik-syarifa-tipe-c-cempaka-putih-jakarta-pusat?redirection_source=list%20kos%20result%20boundary
Kost Apik Tarigan Tipe A Setu Tangerang Selatan;Kos dikelola oleh Dida;Tangerang Selatan;Setu;5 x 3 meter;Tidak termasuk listrik;Rp1.025.000;"5 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Parkir Motor & Sepeda";Tersisa3 kamar;Rp150.000;Rp975.000;4.0;(1);1 transaksi berhasil di kos ini;Kos Campur;Diskon 50rb;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-campur-eksklusif-kost-apik-tarigan-tipe-a-setu-tangerang-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Tarigan Tipe B Setu Tangerang Selatan;Kos dikelola oleh Dida;Tangerang Selatan;Setu;3.1 x 2.8 meter;Tidak termasuk listrik;Rp825.000;"3.1 x 2.8 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Parkir Motor & Sepeda";Tersisa1 kamar;Rp150.000;Rp761.000;4.5;(1);3 transaksi berhasil di kos ini;Kos Campur;Diskon 64rb;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-campur-murah-kost-apik-tarigan-tipe-b-setu-tangerang-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Tarigan Tipe C Setu Tangerang Selatan;Kos dikelola oleh Dida;Tangerang Selatan;Setu;3 x 2 meter;Tidak termasuk listrik;N/A;"3 x 2 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Parkir Motor & Sepeda";Tersisa1 kamar;Rp150.000;Rp725.000;4.6;(1);4 transaksi berhasil di kos ini;Kos Campur;Diskon 64rb;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-campur-murah-kost-apik-tarigan-tipe-c-setu-tangerang-selatan-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Thunder 2 Meruya Tipe A Kembangan Jakarta Barat;Kos dikelola oleh Bella;Jakarta Barat;Kembangan;2.3 x 3.1 meter;Tidak termasuk listrik;N/A;"2.3 x 3.1 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Guling; Jendela; Kursi; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; Kulkas; R. Tamu; R. Jemur; Dapur; TV; CCTV; Jemuran; Parkir Motor & Sepeda";Tersisa1 kamar;Rp200.000;Rp1.275.000;4.8;(2);4 transaksi berhasil di kos ini;Kos Putri;Diskon 38rb;https://mamikos.com/room/kost-kota-jakarta-barat-kost-putri-eksklusif-kost-apik-thunder-2-meruya-tipe-a-kembangan-jakarta-barat-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Tiga Nur Tipe B Senen Jakarta Pusat;Kos dikelola oleh Dida;Jakarta Pusat;Senen;3 x 4 meter;Termasuk listrik (implied);N/A;"3 x 4 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Bak mandi; WiFi; R. Tamu; Penjaga Kos; Parkir Motor & Sepeda";Tersisa1 kamar;Rp200.000;Rp1.825.000;4.6;(14);33 transaksi berhasil di kos ini;Kos Campur;Diskon 112rb;https://mamikos.com/room/kost-jakarta-pusat-kost-campur-eksklusif-kost-apik-tiga-nur-tipe-b-senen-jakarta-pusat-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Tiga Nur Tipe C Senen Jakarta Pusat;Kos dikelola oleh Dida;Jakarta Pusat;Senen;3 x 3 meter;Termasuk listrik (implied);Rp1.525.000;"3 x 3 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Jongkok; WiFi; R. Tamu; Penjaga Kos; Parkir Motor & Sepeda";N/A;Rp200.000;Rp1.405.000;4.8;(29);55 transaksi berhasil di kos ini;Kos Campur;Diskon 120rb;https://mamikos.com/room/kost-jakarta-pusat-kost-campur-eksklusif-kost-apik-tiga-nur-tipe-c-senen-jakarta-pusat-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Utan Kayu 3 Tipe A Matraman Jakarta Timur;Kos dikelola oleh Bella;Jakarta Timur;Matraman;2.5 x 3 meter;Tidak termasuk listrik;N/A;"2.5 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Cuci; Penjaga Kos; R. Jemur; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Tersisa1 kamar;Rp200.000;Rp1.273.000;4.8;(15);24 transaksi berhasil di kos ini;Kos Campur;Diskon 88rb;https://mamikos.com/room/kost-jakarta-timur-kost-campur-eksklusif-kost-apik-utan-kayu-3-tipe-a-matraman-jakarta-timur-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Utan Kayu 3 Tipe B Matraman Jakarta Timur;Kos dikelola oleh Bella;Jakarta Timur;Matraman;2.5 x 3 meter;Tidak termasuk listrik;Rp1.173.000;"2.5 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Kipas Angin; Bantal; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Cuci; Penjaga Kos; R. Jemur; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Kamar penuh,lihat tipe kamar lainnya;Rp200.000;Rp1.085.160;4.6;(16);23 transaksi berhasil di kos ini;Kos Campur;Diskon 88rb;https://mamikos.com/room/kost-jakarta-timur-kost-campur-murah-kost-apik-utan-kayu-3-tipe-b-matraman-jakarta-timur-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Utan Kayu 3 Tipe C Matraman Jakarta Timur;Kos dikelola oleh Bella;Jakarta Timur;Matraman;2.5 x 2.5 meter;Tidak termasuk listrik;N/A;"2.5 x 2.5 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Cuci; Penjaga Kos; R. Jemur; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";Tersisa3 kamar;Rp200.000;Rp974.000;4.4;(16);19 transaksi berhasil di kos ini;Kos Campur;Diskon 88rb;https://mamikos.com/room/kost-jakarta-timur-kost-campur-murah-kost-apik-utan-kayu-3-tipe-c-matraman-jakarta-timur-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Utan Kayu 3 Tipe D Matraman Jakarta Timur;Kos dikelola oleh Bella;Jakarta Timur;Matraman;2.5 x 2.5 meter;Tidak termasuk listrik;N/A;"2.5 x 2.5 meter; Tidak termasuk listrik; Kasur; Kursi; Kloset Duduk; Shower; WiFi; R. Cuci; Penjaga Kos; R. Jemur; Jemuran; Parkir Mobil; Parkir Sepeda; Parkir Motor & Sepeda";Tersisa1 kamar;Rp200.000;Rp674.000;4.1;(6);6 transaksi berhasil di kos ini;Kos Campur;Diskon 88rb;https://mamikos.com/room/kost-kota-jakarta-timur-kost-campur-murah-kost-apik-utan-kayu-3-tipe-d-matraman-jakarta-timur-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Vender Barus Tipe A Kembangan Jakarta Barat;Kos dikelola oleh Bella;Jakarta Barat;Kembangan;3.5 x 3 meter;Tidak termasuk listrik;N/A;"3.5 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Jongkok; WiFi; R. Tamu; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp150.000;Rp950.000;4.8;(22);45 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-jakarta-barat-kost-campur-murah-kost-apik-vender-barus-tipe-a-kembangan-jakarta-barat-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Wisma Asgard 1 Tipe A Beji Depok;Kos dikelola oleh Maya;Depok;Beji;3 x 3 meter;Termasuk listrik (implied);Rp680.000;"3 x 3 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Jendela; Bantal; Guling; Kipas Angin; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; Penjaga Kos; R. Jemur; Dapur; Parkir Motor & Sepeda";Tersisa2 kamar;Rp100.000;Rp612.000;4.6;(9);31 transaksi berhasil di kos ini;Kos Putra;Diskon 68rb;https://mamikos.com/room/kost-kota-depok-kost-putra-murah-kost-apik-wisma-asgard-1-tipe-a-beji-depok-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Wisma Lamban Muli Tipe A Dramaga Bogor;Kos dikelola oleh Maya;Bogor;Dramaga;3 x 3 meter;Termasuk listrik (implied);Rp675.000;"3 x 3 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; R. Cuci; Kulkas; Penjaga Kos; R. Jemur; Mushola; Dapur; Rice Cooker; Parkir Motor; Parkir Sepeda";N/A;Rp200.000;Rp623.000;4.9;(16);50 transaksi berhasil di kos ini;Kos Putri;Diskon 52rb;https://mamikos.com/room/kost-kabupaten-bogor-kost-putri-murah-kost-apik-wisma-lamban-muli-tipe-a-dramaga-bogor?redirection_source=list%20kos%20result%20boundary
Kost Apik Wisnar Delima III Tipe A Duren Sawit Jakarta Timur;Kos dikelola oleh Bella;Jakarta Timur;Duren Sawit;3 x 2.5 meter;Termasuk listrik (implied);Rp900.000;"3 x 2.5 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kipas Angin; Bantal; Cermin; Jendela; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; Kulkas; R. Cuci; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda";N/A;Rp150.000;Rp855.000;4.8;(4);14 transaksi berhasil di kos ini;Kos Putra;Diskon 45rb;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putra-murah-kost-apik-wisnar-delima-iii-tipe-a-duren-sawit-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Apik Wisnar Delima III Tipe B Duren Sawit Jakarta Timur;Kos dikelola oleh Bella;Jakarta Timur;Duren Sawit;3.2 x 2.5 meter;Tidak termasuk listrik;Rp1.282.000;"3.2 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; Kulkas; R. Cuci; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda";Tersisa3 kamar;Rp150.000;Rp1.217.900;5.0;(1);1 transaksi berhasil di kos ini;Kos Putra;Diskon 64rb;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putra-eksklusif-kost-apik-wisnar-delima-iii-tipe-b-duren-sawit-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Apik Wisnar Delima III Tipe C Duren Sawit Jakarta Timur;Kos dikelola oleh Bella;Jakarta Timur;Duren Sawit;3.2 x 2.5 meter;Tidak termasuk listrik;Rp1.327.000;"3.2 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Kulkas; R. Cuci; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda";Tersisa1 kamar;Rp150.000;Rp1.220.840;4.4;(1);1 transaksi berhasil di kos ini;Kos Putra;Diskon 106rb;https://mamikos.com/room/kost-kota-jakarta-timur-kost-putra-eksklusif-kost-apik-wisnar-delima-iii-tipe-c-duren-sawit-jakarta-timur?redirection_source=list%20kos%20result%20boundary
Kost Apik Zihan Tipe A Tangerang;Kos dikelola oleh Dida;Tangerang;Larangan;3 x 5 meter;Tidak termasuk listrik;Rp1.325.000;"3 x 5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; R. Cuci; Kulkas; Mesin Cuci; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp150.000;Rp1.260.000;4.6;Not found;28 transaksi berhasil di kos ini;Kos Campur;Diskon 65rb;https://mamikos.com/room/kost-kota-tangerang-kost-campur-eksklusif-kost-apik-zihan-tipe-a-tangerang-2?redirection_source=list%20kos%20result%20boundary
Kost Apik Zihan Tipe B Tangerang;Kos dikelola oleh Dida;Tangerang;Larangan;2.8 x 4.9 meter;Tidak termasuk listrik;Rp1.075.000;"2.8 x 4.9 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; R. Cuci; Kulkas; Mesin Cuci; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda";Kamar penuh,lihat kos lainnya;Rp150.000;Rp991.000;4.5;(2);13 transaksi berhasil di kos ini;Kos Campur;Diskon 84rb;https://mamikos.com/room/kost-kota-tangerang-kost-campur-eksklusif-kost-apik-zihan-tipe-b-tangerang-2?redirection_source=list%20kos%20result%20boundary
Kost Apple Tipe A Grogol Petamburan Jakarta Barat;Eva;Jakarta Barat;Grogol Petamburan;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Jendela; Kursi; TV Kabel; Wastafel; Kloset Duduk; K. Mandi Luar; Shower; Air panas; WiFi; R. Cuci; Mesin Cuci; Penjaga Kos; R. Tamu; R. Jemur; Dapur; Balcon; CCTV; Gazebo; Parkir Motor";N/A;Rp1.000.000;Rp1.300.000;5.0;Not found;Not found;Kos Campur;Not found;https://mamikos.com/room/kost-kota-jakarta-barat-kost-campur-eksklusif-kost-apple-tipe-a-grogol-petamburan-jakarta-barat-2?redirection_source=list%20kos%20result%20boundary
Kost April House Tipe A Cikarang Selatan Bekasi;April Dianti;Bekasi;Cikarang Selatan;4 x 4 meter;Tidak termasuk listrik;N/A;"4 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Dispenser; Lemari Baju; Bantal; Guling; Jendela; Kloset Duduk; Kloset Jongkok; Ember mandi; Wastafel; Shower; WiFi; R. Cuci; Kulkas; R. Jemur; R. Makan; R. Santai; Dapur; Balcon; Jemuran; TV; Parkir Mobil; Parkir Motor; Parkir Sepeda";Tersisa1 kamar;N/A;Rp1.000.000;Not found;Not found;5 transaksi berhasil di kos ini;Kos Putra;Not found;https://mamikos.com/room/kost-kabupaten-bekasi-kost-putra-eksklusif-kost-april-house-tipe-a-cikarang-selatan-bekasi?redirection_source=list%20kos%20result%20boundary
Kost Aqila Gadog Tipe Deluxe Single Ciawi Bogor;Aqilakost Rooms Bogor;Bogor;Kecamatan Ciawi;4 x 6 meter;Tidak termasuk listrik;N/A;"4 x 6 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Cleaning service; Dapur Pribadi; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Laundry; R. Tamu; Penjaga Kos; R. Makan; R. Santai; CCTV; Jual Makanan; Balcon; K. Mandi Luar; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";N/A;N/A;Rp2.000.000;Not found;Not found;1 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-bogor-kost-campur-eksklusif-kost-aqila-gadog-tipe-deluxe-single-ciawi-bogor-2?redirection_source=list%20kos%20result%20boundary
Kost Aqila Gadog Tipe Standard Single Ciawi Bogor;Aqilakost Rooms Bogor;Bogor;Ciawi;5 x 3 meter;Tidak termasuk listrik;N/A;"5 x 3 meter; Tidak termasuk listrik; AC; Kasur; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Cleaning service; Jendela; Wastafel; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Laundry; Penjaga Kos; R. Makan; R. Santai; CCTV; Balcon; Jual Makanan; Pengurus Kos; Taman; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";N/A;N/A;Rp1.500.000;4.0;(1);4 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-bogor-kost-campur-eksklusif-kost-aqila-gadog-tipe-standard-single-ciawi-bogor?redirection_source=list%20kos%20result%20boundary
Kost Aquila AC Pamulang Tangerang Selatan;IWAN AZKA WIJAYA;Tangerang Selatan;Kecamatan Pamulang;4 x 4 meter;Termasuk listrik (implied);N/A;"4 x 4 meter; Termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Kloset Duduk; Kloset Jongkok; Ember mandi; Shower; WiFi; R. Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Dispenser; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda";N/A;Rp500.000;Rp1.250.000;Not found;Not found;Not found;Kos Putri;Not found;https://mamikos.com/room/kost-kota-tangerang-selatan-kost-putri-murah-kost-aquila-ac-pamulang-tangerang-selatan?redirection_source=list%20kos%20result%20boundary
Kost Ara Mahasiswa Karyawan Cikarang Utara Bekasi;Ibu Riful;Bekasi;Cikarang Utara;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Parkir Motor";Kamar penuh,lihat kos lainnya;N/A;Rp1.100.000;4.6;Not found;1 transaksi berhasil di kos ini;Kos Campur;Not found;https://mamikos.com/room/kost-kabupaten-bekasi-kost-campur-eksklusif-kost-ara-mahasiswa-karyawan-cikarang-utara-bekasi-2?redirection_source=list%20kos%20result%20boundary
Kost Aras Lodge Standard Kelapa Gading Jakarta Utara;Andrias Suganda;Jakarta Utara;Kecamatan Kelapa Gading;3 x 3 meter;Tidak termasuk listrik;N/A;"3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Cleaning service; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Cuci; Laundry; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda";Kamar penuh,lihat kos lainnya;Rp500.000;Rp1.850.000;4.5;Not found;Not found;Kos Campur;Diskon 168rb;https://mamikos.com/room/kost-kota-jakarta-utara-kost-campur-eksklusif-kost-aras-lodge-standard-kelapa-gading-jakarta-utara-1?redirection_source=list%20kos%20result%20boundary
